file_name,width,height,file_size_mb,status,label_status,plane_count,baseball-diamond_count,bridge_count,ground-track-field_count,small-vehicle_count,large-vehicle_count,ship_count,tennis-court_count,basketball-court_count,storage-tank_count,soccer-ball-field_count,roundabout_count,harbor_count,swimming-pool_count,helicopter_count
P0336__1024__824___381.png,1024,1024,1.7495,success,success,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0
P2719__1024__3514___1424.png,1024,1024,1.575,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1594__1024__1648___0.png,1024,1024,1.1791,success,success,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P0898__1024__1648___824.png,1024,1024,1.7176,success,success,0,0,0,0,0,0,40,0,0,0,0,1,0,0,0
P1139__1024__0___5449.png,1024,1024,0.4956,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1059__1024__824___1772.png,1024,1024,1.9247,success,success,0,0,0,0,7,0,0,0,0,0,0,0,18,0,0
P1357__1024__0___824.png,1024,1024,1.6771,success,success,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
P1386__1024__1648___0.png,1024,1024,0.2488,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1173__1024__2457___1648.png,1024,1024,0.8841,success,success,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1709__1024__1648___2472.png,1024,1024,0.5118,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1272__1024__2472___2472.png,1024,1024,0.722,success,success,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P2594__1024__0___824.png,1024,1024,1.5496,success,success,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
P1702__1024__2472___1648.png,1024,1024,0.7133,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0828__1024__492___824.png,1024,1024,2.0398,success,success,0,0,0,0,0,0,162,0,0,0,0,0,6,0,0
P0322__1024__0___0.png,1024,1024,1.5622,success,success,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
P2790__1024__3603___1648.png,1024,1024,1.4336,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1589__1024__0___2472.png,1024,1024,1.0004,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1514__1024__2472___2472.png,1024,1024,1.1928,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1534__1024__1648___0.png,1024,1024,0.8212,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1170__1024__824___4120.png,1024,1024,1.5381,success,success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P0419__1024__127___0.png,1024,1024,0.9367,success,success,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0
P0310__1024__2012___930.png,1024,1024,1.748,success,success,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
P2377__1024__824___0.png,1024,1024,1.2274,success,success,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
P2034__1024__453___267.png,1024,1024,1.9046,success,success,0,0,0,0,2,52,0,0,0,0,0,0,0,0,0
P2650__1024__1648___0.png,1024,1024,0.9626,success,success,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0
P2512__1024__824___824.png,1024,1024,1.8713,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1582__1024__824___0.png,1024,1024,0.5386,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1673__1024__0___3296.png,1024,1024,0.3361,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1869__1024__3296___1648.png,1024,1024,1.3179,success,success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1501__1024__546___0.png,1024,1024,1.7007,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2789__1024__3630___1648.png,1024,1024,2.145,success,success,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
P0465__1024__322___0.png,1024,1024,1.6872,success,success,0,0,0,0,70,2,0,7,0,0,0,0,0,0,0
P1365__1024__1648___2472.png,1024,1024,1.5234,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1573__1024__3270___1648.png,1024,1024,0.5304,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0260__1024__824___0.png,1024,1024,1.7572,success,success,0,0,0,0,0,0,62,0,0,0,0,0,7,1,0
P2802__1024__3296___824.png,1024,1024,1.8459,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1397__1024__7350___0.png,1024,1024,1.6049,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1389__1024__4984___0.png,1024,1024,0.5459,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1610__1024__824___0.png,1024,1024,0.7039,success,success,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P1260__1024__1648___0.png,1024,1024,1.0469,success,success,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
P2557__1024__3979___824.png,1024,1024,1.1962,success,success,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1401__1024__2472___824.png,1024,1024,1.7441,success,success,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1966__1024__0___478.png,1024,1024,1.9524,success,success,0,0,0,0,5,51,0,0,0,0,0,0,0,0,0
P1292__1024__0___824.png,1024,1024,0.9395,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1358__1024__2472___2472.png,1024,1024,1.6199,success,success,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
P0357__1024__59___148.png,1024,1024,1.9704,success,success,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0
P1643__1024__1648___0.png,1024,1024,0.8983,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0885__1024__0___824.png,1024,1024,2.1854,success,success,0,0,0,0,4,0,2,0,0,0,0,0,5,0,0
P1868__1024__9454___0.png,1024,1024,1.1817,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1089__1024__0___0.png,1024,1024,0.885,success,success,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1660__1024__2472___0.png,1024,1024,0.4747,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1696__1024__1648___2472.png,1024,1024,0.7134,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0737__1024__1114___0.png,1024,1024,2.0553,success,success,0,0,0,0,5,1,1,0,0,0,0,0,5,0,0
P2734__1024__2472___824.png,1024,1024,1.9228,success,success,0,0,1,0,0,0,0,0,0,53,0,0,0,0,0
P1854__1024__6592___824.png,1024,1024,1.8034,success,success,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0
P1752__1024__1648___1648.png,1024,1024,1.2218,success,success,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
P2456__1024__0___1737.png,1024,1024,2.1289,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0841__1024__1374___824.png,1024,1024,1.7062,success,success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1535__1024__2976___3938.png,1024,1024,0.87,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1872__1024__2472___3972.png,1024,1024,1.0727,success,success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2460__1024__921___824.png,1024,1024,1.8953,success,success,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P0443__1024__0___79.png,1024,1024,1.7384,success,success,0,0,0,0,6,0,1,0,0,0,0,0,6,0,0
P1132__1024__1648___2472.png,1024,1024,0.8939,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0251__1024__824___618.png,1024,1024,1.9532,success,success,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0
P1871__1024__4120___2472.png,1024,1024,1.7719,success,success,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0
P2245__1024__245___0.png,1024,1024,2.3065,success,success,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
P1007__1024__3296___238.png,1024,1024,1.5003,success,success,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0
P1380__1024__1648___3296.png,1024,1024,1.2736,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1152__1024__0___2859.png,1024,1024,0.7263,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0172__1024__1667___0.png,1024,1024,1.7162,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2211__1024__3243___0.png,1024,1024,1.4781,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1309__1024__824___0.png,1024,1024,1.0127,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2232__1024__207___0.png,1024,1024,1.6293,success,success,23,0,0,0,2,2,0,0,0,0,0,0,0,0,0
P0906__1024__0___867.png,1024,1024,1.9089,success,success,0,0,0,0,26,0,254,0,0,0,0,0,10,2,0
P1388__1024__1648___4120.png,1024,1024,1.5525,success,success,0,0,0,0,0,0,6,0,0,0,0,0,0,42,0
P1167__1024__0___0.png,1024,1024,1.6581,success,success,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1714__1024__824___2976.png,1024,1024,0.6904,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1550__1024__824___824.png,1024,1024,1.0213,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1666__1024__0___1648.png,1024,1024,0.9184,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1161__1024__5242___1648.png,1024,1024,1.2189,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1929__1024__309___1190.png,1024,1024,2.0862,success,success,0,0,0,0,0,0,231,0,0,0,0,0,4,0,0
P2686__1024__4120___1648.png,1024,1024,1.8502,success,success,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0
P1387__1024__3296___2472.png,1024,1024,1.3968,success,success,0,0,0,0,0,0,224,0,0,0,0,0,7,0,0
P0610__1024__0___899.png,1024,1024,1.8426,success,success,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
P2421__1024__824___824.png,1024,1024,2.0264,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2368__1024__1553___1281.png,1024,1024,1.5724,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1597__1024__1648___824.png,1024,1024,1.1725,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1055__1024__824___0.png,1024,1024,1.5367,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2678__1024__0___1616.png,1024,1024,1.2113,success,success,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
P1464__1024__0___824.png,1024,1024,1.1378,success,success,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
P1753__1024__824___2472.png,1024,1024,1.1646,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2007__1024__0___3382.png,1024,1024,2.1828,success,success,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
P2638__1024__0___0.png,1024,1024,1.6951,success,success,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
P2644__1024__1648___824.png,1024,1024,1.6113,success,success,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
P1174__1024__4944___1648.png,1024,1024,0.7841,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1851__1024__0___0.png,1024,1024,1.8606,success,success,0,0,0,0,72,2,0,0,0,0,0,0,0,0,0
P2377__1024__0___824.png,1024,1024,1.3945,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2735__1024__2061___1608.png,1024,1024,1.8485,success,success,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
P1393__1024__4120___5516.png,1024,1024,1.5743,success,success,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0
P1481__1024__1910___2472.png,1024,1024,1.7571,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1141__1024__4550___824.png,1024,1024,1.2383,success,success,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2718__1024__3512___0.png,1024,1024,1.9073,success,success,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
P0167__1024__2472___2472.png,1024,1024,1.3053,success,success,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0039__1024__824___2472.png,1024,1024,1.5949,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1344__1024__1648___2976.png,1024,1024,1.6329,success,success,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
P1350__1024__1648___2976.png,1024,1024,1.5562,success,success,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0
P2491__1024__1554___824.png,1024,1024,1.9038,success,success,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P0487__1024__0___104.png,1024,1024,1.859,success,success,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
P2759__1024__0___2472.png,1024,1024,1.3984,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0448__1024__0___0.png,1024,1024,1.4043,success,success,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
P1087__1024__0___1923.png,1024,1024,1.6618,success,success,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0
P1382__1024__1648___5768.png,1024,1024,1.0243,success,success,0,0,0,0,0,0,35,0,0,0,0,0,1,0,0
P2701__1024__0___0.png,1024,1024,1.46,success,success,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0
P1565__1024__1648___1648.png,1024,1024,0.469,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1241__1024__824___0.png,1024,1024,1.0614,success,success,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
P1459__1024__2472___2472.png,1024,1024,1.7986,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1371__1024__2976___2976.png,1024,1024,1.7673,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1055__1024__3296___2472.png,1024,1024,2.148,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0805__1024__384___0.png,1024,1024,1.6229,success,success,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0
P2729__1024__2063___0.png,1024,1024,1.5808,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2228__1024__0___824.png,1024,1024,1.5203,success,success,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
P1604__1024__2976___2472.png,1024,1024,0.8594,success,success,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1336__1024__1648___1648.png,1024,1024,1.2065,success,success,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P2750__1024__2177___2472.png,1024,1024,1.8566,success,success,0,0,1,0,0,17,17,0,0,24,0,0,0,0,0
P1321__1024__2976___0.png,1024,1024,1.1407,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1412__1024__4944___824.png,1024,1024,1.4266,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0849__1024__0___0.png,1024,1024,1.9732,success,success,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
P1344__1024__3296___0.png,1024,1024,1.6721,success,success,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
P2363__1024__0___0.png,1024,1024,1.8164,success,success,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P1519__1024__2976___2472.png,1024,1024,0.6443,success,success,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P2030__1024__4944___0.png,1024,1024,1.3759,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1247__1024__2976___2472.png,1024,1024,1.2417,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1471__1024__1648___2472.png,1024,1024,0.9486,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1636__1024__2472___2976.png,1024,1024,1.0042,success,success,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P1408__1024__0___824.png,1024,1024,0.5945,success,success,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1200__1024__1648___2472.png,1024,1024,0.909,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1561__1024__3270___2976.png,1024,1024,0.5108,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2085__1024__189___0.png,1024,1024,1.1512,success,success,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
P2422__1024__0___1585.png,1024,1024,1.9482,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1240__1024__1648___824.png,1024,1024,1.4377,success,success,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
P1360__1024__0___0.png,1024,1024,1.5546,success,success,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
P2770__1024__2236___0.png,1024,1024,1.2654,success,success,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
P2805__1024__1648___824.png,1024,1024,1.8549,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0218__1024__1648___0.png,1024,1024,1.6949,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1207__1024__1648___2976.png,1024,1024,0.9139,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1686__1024__0___2472.png,1024,1024,0.4055,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1743__1024__3262___824.png,1024,1024,0.9038,success,success,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2625__1024__824___824.png,1024,1024,1.8354,success,success,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
P2754__1024__1648___1648.png,1024,1024,1.9241,success,success,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0
P1397__1024__0___0.png,1024,1024,1.589,success,success,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2550__1024__0___3195.png,1024,1024,0.9186,success,success,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2503__1024__824___0.png,1024,1024,1.9087,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1062__1024__824___0.png,1024,1024,2.0252,success,success,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
P1007__1024__0___238.png,1024,1024,2.1828,success,success,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P1560__1024__2976___2976.png,1024,1024,0.6747,success,success,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P2721__1024__3515___0.png,1024,1024,1.8448,success,success,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
P1336__1024__0___2472.png,1024,1024,1.3808,success,success,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
P1699__1024__0___824.png,1024,1024,0.8557,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1542__1024__1648___824.png,1024,1024,0.8079,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1656__1024__824___3956.png,1024,1024,0.7776,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1738__1024__824___0.png,1024,1024,1.0584,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0503__1024__33___186.png,1024,1024,2.1757,success,success,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0
P0828__1024__0___0.png,1024,1024,2.0203,success,success,0,0,0,0,0,0,48,0,0,0,0,0,1,0,0
P0096__1024__0___163.png,1024,1024,1.8467,success,success,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
P2374__1024__824___0.png,1024,1024,1.3921,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0002__1024__0___0.png,1024,1024,1.5223,success,success,0,0,0,0,5,48,0,0,0,0,0,0,0,0,0
P1498__1024__1283___0.png,1024,1024,2.3428,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1618__1024__1648___824.png,1024,1024,0.6741,success,success,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P2764__1024__824___2472.png,1024,1024,1.277,success,success,0,0,0,0,0,3,0,0,0,55,0,0,0,0,0
P1464__1024__0___1648.png,1024,1024,1.2443,success,success,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0
P1382__1024__824___5768.png,1024,1024,1.0488,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P2790__1024__0___824.png,1024,1024,1.6887,success,success,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0344__1024__727___898.png,1024,1024,1.7771,success,success,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
P1238__1024__824___2472.png,1024,1024,1.1243,success,success,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P0786__1024__0___887.png,1024,1024,1.8265,success,success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0023__1024__0___1648.png,1024,1024,1.6555,success,success,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1130__1024__0___0.png,1024,1024,0.7858,success,success,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2789__1024__0___3473.png,1024,1024,2.1132,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1868__1024__0___1648.png,1024,1024,1.6009,success,success,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1674__1024__2976___1648.png,1024,1024,0.6536,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1269__1024__824___2472.png,1024,1024,1.3071,success,success,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P2689__1024__824___824.png,1024,1024,1.9473,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1514__1024__824___0.png,1024,1024,1.1409,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2576__1024__0___824.png,1024,1024,1.3624,success,success,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
P1305__1024__3296___0.png,1024,1024,1.144,success,success,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P1242__1024__0___2472.png,1024,1024,1.1398,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2476__1024__0___0.png,1024,1024,1.7583,success,success,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P1616__1024__824___2472.png,1024,1024,0.7302,success,success,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P1161__1024__4944___4944.png,1024,1024,0.9727,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1552__1024__2976___0.png,1024,1024,1.168,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1329__1024__2472___0.png,1024,1024,1.0087,success,success,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
P1854__1024__7416___824.png,1024,1024,1.5749,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0000__1024__2851___0.png,1024,1024,0.8912,success,success,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2587__1024__1858___1040.png,1024,1024,1.9671,success,success,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P0167__1024__824___1648.png,1024,1024,1.2114,success,success,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1556__1024__1648___2976.png,1024,1024,0.7178,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2449__1024__0___0.png,1024,1024,1.711,success,success,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P1618__1024__824___824.png,1024,1024,0.6617,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2672__1024__2835___1648.png,1024,1024,2.2116,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1179__1024__4120___2472.png,1024,1024,1.8953,success,success,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1070__1024__1648___2587.png,1024,1024,2.1359,success,success,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
P1382__1024__824___0.png,1024,1024,0.7321,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
P1470__1024__4120___824.png,1024,1024,0.9123,success,success,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
P1746__1024__2472___824.png,1024,1024,0.4109,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1691__1024__1648___0.png,1024,1024,0.8217,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2450__1024__0___0.png,1024,1024,2.0176,success,success,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P0814__1024__452___0.png,1024,1024,0.9966,success,success,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0
P1394__1024__3296___0.png,1024,1024,1.5631,success,success,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P1535__1024__2976___2472.png,1024,1024,0.9947,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1098__1024__0___1125.png,1024,1024,1.8161,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
P1561__1024__0___2976.png,1024,1024,0.4837,success,success,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P1693__1024__1648___2976.png,1024,1024,0.7206,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0332__1024__0___0.png,1024,1024,1.7183,success,success,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
P1344__1024__2472___1648.png,1024,1024,1.6001,success,success,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
P1179__1024__824___0.png,1024,1024,1.9325,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0999__1024__1201___0.png,1024,1024,1.5715,success,success,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
P1748__1024__2976___0.png,1024,1024,0.9913,success,success,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P1428__1024__2141___0.png,1024,1024,1.2965,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1623__1024__0___3296.png,1024,1024,0.7358,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1683__1024__824___824.png,1024,1024,0.6721,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0332__1024__0___927.png,1024,1024,1.7978,success,success,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0
P1382__1024__0___4120.png,1024,1024,0.8794,success,success,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P1698__1024__2976___2976.png,1024,1024,0.5984,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1736__1024__2472___0.png,1024,1024,0.9825,success,success,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
P1429__1024__2141___1776.png,1024,1024,0.7901,success,success,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
P1322__1024__4176___2976.png,1024,1024,1.0816,success,success,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
P2709__1024__0___0.png,1024,1024,1.2213,success,success,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
P0684__1024__0___0.png,1024,1024,1.2877,success,success,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0
P2368__1024__824___824.png,1024,1024,1.6604,success,success,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P1122__1024__5888___824.png,1024,1024,0.5426,success,success,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1596__1024__824___3954.png,1024,1024,0.2434,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1569__1024__2472___2976.png,1024,1024,0.5638,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1768__1024__2976___2976.png,1024,1024,0.899,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0895__1024__0___0.png,1024,1024,1.902,success,success,0,0,0,0,0,0,115,0,0,0,0,0,5,0,0
P1382__1024__824___4944.png,1024,1024,1.0575,success,success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
